freq,indic_sb,nace_r2,currency,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 
A,V15110,C_HTC_M,MIO_EUR,IE	414 	166 	: @C	: @C	: @C	: @C	: 
A,V15110,C_HTC_M,MIO_EUR,IT	10221 	7402 	7719 	6344 	6441 	7761 	7762 
A,V15110,C_HTC_M,MIO_EUR,LT	131 	78 	52 	60 	92 	108 	116 
A,V15110,C_HTC_M,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_HTC_M,MIO_EUR,LV	61 	39 	38 	: @C	: @C	41 	97 
A,V15110,C_HTC_M,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_HTC_M,MIO_EUR,NL	: @C	2346 	2057 	3050 	2824 	2274 	2072 
A,V15110,C_HTC_M,MIO_EUR,NO	1664 	870 	561 	: 	848 	850 	: @C
A,V15110,C_HTC_M,MIO_EUR,PL	3606 	2394 	2440 	2913 	2811 	2947 	3712 
A,V15110,C_HTC_M,MIO_EUR,PT	1103 	876 	676 	826 	639 	662 b	604 
A,V15110,C_HTC_M,MIO_EUR,RO	2116 	1580 p	1639 	2016 	2768 	1825 	1777 
A,V15110,C_HTC_M,MIO_EUR,SE	2501 	1741 	1664 	1708 	2380 	2540 	2610 
A,V15110,C_HTC_M,MIO_EUR,SI	514 	: @C	310 	: @C	432 	491 	: @C
A,V15110,C_HTC_M,MIO_EUR,SK	1064 	830 	938 b	1321 	1398 	1236 	1135 
A,V15110,C_HTC_M,MIO_EUR,TR	: 	3062 	: 	: 	: 	: 	: 
A,V15110,C_HTC_M,MIO_EUR,UK	5739 	4301 	4646 	: @C	6716 	5749 	9580 
A,V15110,C_LTC,MIO_EUR,AT	: @C	: @C	: @C	: @C	1811 	1604 	1707 
A,V15110,C_LTC,MIO_EUR,BE	: @C	: @C	: @C	: @C	2730 	2550 	2693 
A,V15110,C_LTC,MIO_EUR,BG	934 	: @C	446 	498 	: @C	572 	630 
A,V15110,C_LTC,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC,MIO_EUR,CY	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC,MIO_EUR,CZ	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC,MIO_EUR,DE	11419 	9619 	9898 	10688 	10815 	10808 	11654 
A,V15110,C_LTC,MIO_EUR,DK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC,MIO_EUR,EE	231 	123 	173 	214 	240 	255 	296 
A,V15110,C_LTC,MIO_EUR,EL	1210 	1057 	: @C	: @C	505 	550 	559 
A,V15110,C_LTC,MIO_EUR,ES	8184 	5283 	5127 	4956 	4747 	4314 	4768 
A,V15110,C_LTC,MIO_EUR,EU27_2007	: 	61610 e	: 	: 	: 	: 	: 
A,V15110,C_LTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V15110,C_LTC,MIO_EUR,EU28	: 	: 	: 	: 	62352 e	61712 e	68826 p
A,V15110,C_LTC,MIO_EUR,FI	: @C	: @C	: @C	: @C	: @C	: b	1003 
A,V15110,C_LTC,MIO_EUR,FR	: 	: @C	: @C	: @C	: @C	: @C	9444 
A,V15110,C_LTC,MIO_EUR,HR	: @C	: @C	: @C	: @C	328 	: @C	: @C
A,V15110,C_LTC,MIO_EUR,HU	893 	747 	688 	804 	808 	979 	1180 
A,V15110,C_LTC,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: @C	: 
A,V15110,C_LTC,MIO_EUR,IT	: @C	10453 	9838 	8493 	8937 	7309 	8229 
A,V15110,C_LTC,MIO_EUR,LT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC,MIO_EUR,NL	: @C	2166 	1889 	1961 	2143 	2367 	: @C
A,V15110,C_LTC,MIO_EUR,NO	: @C	: @C	: @C	: 	1200 	1052 	1144 
A,V15110,C_LTC,MIO_EUR,PL	4863 	3156 	3352 	3706 	3630 	4200 	4601 
A,V15110,C_LTC,MIO_EUR,PT	: @C	2420 	1585 	1391 	1209 	1437 b	1646 
A,V15110,C_LTC,MIO_EUR,RO	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC,MIO_EUR,SE	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC,MIO_EUR,SI	420 	296 	258 	313 	: @C	170 	200 
A,V15110,C_LTC,MIO_EUR,SK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC,MIO_EUR,TR	: 	: @C	: 	: 	: 	: 	: 
A,V15110,C_LTC,MIO_EUR,UK	: @C	: @C	5127 	: @C	: @C	: @C	: @C
A,V15110,C_LTC_M,MIO_EUR,AT	: @C	: @C	: @C	: @C	1997 	2113 	2271 
A,V15110,C_LTC_M,MIO_EUR,BE	: @C	2073 	1975 	4099 	2098 	2196 	2396 
A,V15110,C_LTC_M,MIO_EUR,BG	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC_M,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC_M,MIO_EUR,CY	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC_M,MIO_EUR,CZ	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC_M,MIO_EUR,DE	16083 	12044 	11354 	13543 	14018 	13640 	14073 
A,V15110,C_LTC_M,MIO_EUR,DK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC_M,MIO_EUR,EE	189 	117 	117 	232 	206 	160 	243 
A,V15110,C_LTC_M,MIO_EUR,EL	1157 	1149 	1283 	: @C	2442 	542 	690 
A,V15110,C_LTC_M,MIO_EUR,ES	8401 	6183 	5235 	4777 	3775 	3402 	3465 
A,V15110,C_LTC_M,MIO_EUR,EU27_2007	: 	: @C	: 	: 	: 	: 	: 
A,V15110,C_LTC_M,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V15110,C_LTC_M,MIO_EUR,EU28	: 	: 	: 	: 	64800 e	59508 e	64913 p
A,V15110,C_LTC_M,MIO_EUR,FI	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC_M,MIO_EUR,FR	: 	: 	7779 	: @C	8994 	8286 	7654 
A,V15110,C_LTC_M,MIO_EUR,HR	: @C	: @C	: @C	: @C	235 	: @C	: @C
A,V15110,C_LTC_M,MIO_EUR,HU	1366 	747 	843 	1040 	814 	1030 	1342 
A,V15110,C_LTC_M,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: @C	: 
A,V15110,C_LTC_M,MIO_EUR,IT	15098 	11809 	12073 	9390 	9252 	8122 	8164 
A,V15110,C_LTC_M,MIO_EUR,LT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC_M,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC_M,MIO_EUR,LV	: @C	224 	172 	163 	208 	: @C	100 
A,V15110,C_LTC_M,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC_M,MIO_EUR,NL	: @C	2298 	1780 	1892 	: @C	1881 	: @C
A,V15110,C_LTC_M,MIO_EUR,NO	: @C	: @C	611 	: @C	: @C	743 	: @C
A,V15110,C_LTC_M,MIO_EUR,PL	6418 	4461 	3631 	3794 	3702 	3684 	4159 
A,V15110,C_LTC_M,MIO_EUR,PT	: @C	1394 	1715 	1540 	980 	975 b	1085 
A,V15110,C_LTC_M,MIO_EUR,RO	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC_M,MIO_EUR,SE	2047 	1489 	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC_M,MIO_EUR,SI	591 	: @C	349 	: @C	: @C	341 	: @C
A,V15110,C_LTC_M,MIO_EUR,SK	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,C_LTC_M,MIO_EUR,TR	: 	8454 	: 	: 	: 	: 	: 
A,V15110,C_LTC_M,MIO_EUR,UK	4753 	3093 	2946 	: @C	4517 	4141 	5305 
A,V15110,HTC,MIO_EUR,AT	1774 	1263 	1314 	1611 	1688 	1630 	1620 
A,V15110,HTC,MIO_EUR,BE	: @C	3234 	: @C	: @C	3133 	3927 	4065 
A,V15110,HTC,MIO_EUR,BG	: @C	: @C	: @C	: @C	396 	: @C	: @C
A,V15110,HTC,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,HTC,MIO_EUR,CY	129 	156 	: @C	: @C	: @C	: @C	: @C
A,V15110,HTC,MIO_EUR,CZ	1224 p	961 	1055 	1030 	1021 	873 	936 
A,V15110,HTC,MIO_EUR,DE	15700 	14174 	14568 	17277 	15035 	14917 	16474 
A,V15110,HTC,MIO_EUR,DK	1980 	1354 	1735 	1513 	1873 	1614 	1591 
A,V15110,HTC,MIO_EUR,EE	128 	: @C	111 	156 	166 	126 	139 
A,V15110,HTC,MIO_EUR,EL	7223 	2633 	: @C	1178 	1176 	639 	667 
A,V15110,HTC,MIO_EUR,ES	6408 	4552 	4570 	4929 	4076 	2901 	3095 
A,V15110,HTC,MIO_EUR,EU27_2007	: 	78078 e	: 	: 	: 	: 	: 
A,V15110,HTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V15110,HTC,MIO_EUR,EU28	: 	: 	: 	: 	: @C	: @C	: 
A,V15110,HTC,MIO_EUR,FI	: @C	: @C	949 	: @C	: @C	: b	1533 
A,V15110,HTC,MIO_EUR,FR	: 	11786 	9221 	18114 	11270 	12378 	10826 
A,V15110,HTC,MIO_EUR,HR	: @C	: @C	: @C	280 	296 	314 	293 
A,V15110,HTC,MIO_EUR,HU	1343 	1091 	1090 	1074 	1132 	912 	1145 
A,V15110,HTC,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: 	: 
A,V15110,HTC,MIO_EUR,IT	9317 	7940 	6978 	6988 	6320 	5985 	6442 
A,V15110,HTC,MIO_EUR,LT	179 	109 	134 	168 	150 	163 	152 
A,V15110,HTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,HTC,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,HTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,HTC,MIO_EUR,NL	: @C	2858 	2970 	3334 	: @C	3766 	: @C
A,V15110,HTC,MIO_EUR,NO	: @C	: @C	: @C	: @C	: @C	1476 	: @C
A,V15110,HTC,MIO_EUR,PL	: @C	2092 	2242 	2228 	1967 	1978 	2009 
A,V15110,HTC,MIO_EUR,PT	1759 	1701 	1789 	1371 	1177 	1146 b	1278 
A,V15110,HTC,MIO_EUR,RO	1940 p	1167 p	1492 	1163 	1090 	1082 	1267 
A,V15110,HTC,MIO_EUR,SE	: @C	: @C	: @C	: @C	2488 	: @C	: @C
A,V15110,HTC,MIO_EUR,SI	643 	378 	343 	368 	441 	404 	435 
A,V15110,HTC,MIO_EUR,SK	800 	: @C	572 b	506 	367 	365 	552 
A,V15110,HTC,MIO_EUR,TR	: 	6151 	: 	: 	: 	: 	: 
A,V15110,HTC,MIO_EUR,UK	14899 	11709 	14219 	13653 	14918 	13743 	16401 
A,V15110,KIS_HTC,MIO_EUR,AT	1325 	915 	998 	1127 	1063 	1115 	1038 
A,V15110,KIS_HTC,MIO_EUR,BE	: @C	2238 	3833 	2210 	2303 	3018 	3234 
A,V15110,KIS_HTC,MIO_EUR,BG	392 	286 	366 	294 	303 	300 	389 
A,V15110,KIS_HTC,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,KIS_HTC,MIO_EUR,CY	119 	141 	140 	127 	152 	113 	151 
A,V15110,KIS_HTC,MIO_EUR,CZ	689 p	679 	779 	740 	705 	577 	601 
A,V15110,KIS_HTC,MIO_EUR,DE	10713 	10659 	10108 	11602 	10121 	10653 	12193 
A,V15110,KIS_HTC,MIO_EUR,DK	1591 	1131 	1259 	1056 	1366 	1097 	991 
A,V15110,KIS_HTC,MIO_EUR,EE	116 	: @C	87 	108 	144 	106 	108 
A,V15110,KIS_HTC,MIO_EUR,EL	6378 	2042 	1345 	1113 	1122 	498 	545 
A,V15110,KIS_HTC,MIO_EUR,ES	5416 	3848 	3901 	4139 	3573 	2345 	2497 
A,V15110,KIS_HTC,MIO_EUR,EU27_2007	: 	63346 e	: 	: 	: 	: 	: 
A,V15110,KIS_HTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V15110,KIS_HTC,MIO_EUR,EU28	: 	: 	: 	: 	: @C	: @C	: 
A,V15110,KIS_HTC,MIO_EUR,FI	: @C	: @C	647 	: @C	: @C	: b	1299 
A,V15110,KIS_HTC,MIO_EUR,FR	: 	9514 	6916 	16053 	9223 	10133 	8957 
A,V15110,KIS_HTC,MIO_EUR,HR	: @C	: @C	: @C	227 	211 	212 	199 
A,V15110,KIS_HTC,MIO_EUR,HU	816 	658 	603 	542 	670 	571 	707 
A,V15110,KIS_HTC,MIO_EUR,IE	: @C	: @C	: @C	: @C	: @C	: 	: 
A,V15110,KIS_HTC,MIO_EUR,IT	7602 	6581 	5712 	5507 	5047 	4701 	4864 
A,V15110,KIS_HTC,MIO_EUR,LT	156 	103 	116 	142 	132 	132 	130 
A,V15110,KIS_HTC,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,KIS_HTC,MIO_EUR,LV	183 	119 	124 	116 	124 	134 	122 
A,V15110,KIS_HTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,KIS_HTC,MIO_EUR,NL	2938 	2475 	2704 	3108 	: @C	3442 	3519 
A,V15110,KIS_HTC,MIO_EUR,NO	1273 	1120 	1194 	1072 	1297 	1406 	1338 
A,V15110,KIS_HTC,MIO_EUR,PL	: @C	1748 	1806 	1874 	1701 	1715 	1618 
A,V15110,KIS_HTC,MIO_EUR,PT	1606 	1586 	1705 	1265 	1072 	1048 b	1162 
A,V15110,KIS_HTC,MIO_EUR,RO	1670 p	1003 p	1321 	995 	861 	903 	1075 
A,V15110,KIS_HTC,MIO_EUR,SE	: @C	1344 	1405 	1530 	2028 	: @C	2215 
A,V15110,KIS_HTC,MIO_EUR,SI	437 	220 	176 	212 	294 	211 	206 
A,V15110,KIS_HTC,MIO_EUR,SK	520 	292 	302 b	343 	265 	260 	428 
A,V15110,KIS_HTC,MIO_EUR,TR	: 	5872 	: 	: 	: 	: 	: 
A,V15110,KIS_HTC,MIO_EUR,UK	13434 	10597 	13003 	12464 	13656 	12560 	15021 
A,V15110,KIS_MKT_OTH,MIO_EUR,AT	1456 	1046 	1219 	1298 	1136 	973 	1069 
A,V15110,KIS_MKT_OTH,MIO_EUR,BE	6767 	: @C	: @C	: @C	3213 	4587 	6911 
A,V15110,KIS_MKT_OTH,MIO_EUR,BG	548 	311 	: @C	269 	233 	200 	191 
A,V15110,KIS_MKT_OTH,MIO_EUR,CH	: 	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,KIS_MKT_OTH,MIO_EUR,CY	: @C	: @C	: @C	75 	40 	23 	171 
A,V15110,KIS_MKT_OTH,MIO_EUR,CZ	708 p	732 	980 	948 	952 	837 	681 
A,V15110,KIS_MKT_OTH,MIO_EUR,DE	10778 	7352 	8554 	9115 	8824 	9020 	10528 
A,V15110,KIS_MKT_OTH,MIO_EUR,DK	5489 	: @C	2959 	4077 	3408 	2684 	2809 
A,V15110,KIS_MKT_OTH,MIO_EUR,EE	: @C	: @C	: @C	: @C	94 	160 	194 
A,V15110,KIS_MKT_OTH,MIO_EUR,EL	838 	592 	445 	695 	465 	856 	267 
A,V15110,KIS_MKT_OTH,MIO_EUR,ES	4100 	2963 	2782 	2290 	1684 	2143 	1933 
A,V15110,KIS_MKT_OTH,MIO_EUR,EU27_2007	: 	: @C	: 	: 	: 	: 	: 
A,V15110,KIS_MKT_OTH,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V15110,KIS_MKT_OTH,MIO_EUR,EU28	: 	: 	: 	: 	50202 e	54323 e	: 
A,V15110,KIS_MKT_OTH,MIO_EUR,FI	: @C	: @C	: @C	: @C	: @C	: b	: @C
A,V15110,KIS_MKT_OTH,MIO_EUR,FR	: 	6666 	8653 	11620 	: @C	: @C	: @C
A,V15110,KIS_MKT_OTH,MIO_EUR,HR	: @C	: @C	: @C	153 	: @C	: @C	: @C
A,V15110,KIS_MKT_OTH,MIO_EUR,HU	250 	337 	331 	321 	336 	400 	848 
A,V15110,KIS_MKT_OTH,MIO_EUR,IE	1241 	925 	1378 	799 	641 	: 	: 
A,V15110,KIS_MKT_OTH,MIO_EUR,IT	7112 	8769 	7023 	5285 	4261 	2958 	4438 
A,V15110,KIS_MKT_OTH,MIO_EUR,LT	256 	72 	145 	127 	170 	156 	201 
A,V15110,KIS_MKT_OTH,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,KIS_MKT_OTH,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,KIS_MKT_OTH,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,KIS_MKT_OTH,MIO_EUR,NL	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V15110,KIS_MKT_OTH,MIO_EUR,NO	: 	4359 	3792 	4704 	3512 	3359 	1984 
A,V15110,KIS_MKT_OTH,MIO_EUR,PL	: @C	: @C	: @C	: @C	1166 	1162 	1257 
A,V15110,KIS_MKT_OTH,MIO_EUR,PT	1376 	914 	837 	639 	517 	544 b	549 
A,V15110,KIS_MKT_OTH,MIO_EUR,RO	2146 p	805 p	605 	754 	642 	653 	: @C
A,V15110,KIS_MKT_OTH,MIO_EUR,SE	: @C	: @C	: @C	: @C	: @C	: @C	1121 
A,V15110,KIS_MKT_OTH,MIO_EUR,SI	: @C	367 	: @C	267 	135 	111 	111 
A,V15110,KIS_MKT_OTH,MIO_EUR,SK	543 	: @C	680 b	: @C	167 	304 	546 
A,V15110,KIS_MKT_OTH,MIO_EUR,TR	: 	1541 	: 	: 	: 	: 	: 
A,V15110,KIS_MKT_OTH,MIO_EUR,UK	8690 	6104 	7219 	7158 	8332 	10145 	12853 
A,V15110,LKIS_MKT,MIO_EUR,AT	23332 	19604 	20363 	20828 	20047 	21238 	18238 
A,V15110,LKIS_MKT,MIO_EUR,BE	19536 	18806 	: @C	: @C	19581 	23124 	30557 
A,V15110,LKIS_MKT,MIO_EUR,BG	5326 	3803 	2761 	3412 	2853 	2836 	3287 
A,V15110,LKIS_MKT,MIO_EUR,CH	: 	13962 	14581 b	15244 	: 	17959 	17923 
A,V15110,LKIS_MKT,MIO_EUR,CY	961 	704 	578 	452 	426 	383 	376 
A,V15110,LKIS_MKT,MIO_EUR,CZ	9496 p	6401 	7363 	8284 	7757 	8359 	7086 
A,V15110,LKIS_MKT,MIO_EUR,DE	90808 	77948 	74687 	75388 	72418 	72413 	88846 
A,V15110,LKIS_MKT,MIO_EUR,DK	15434 	10430 	9138 	8905 	9463 	9034 	9122 
A,V15110,LKIS_MKT,MIO_EUR,EE	1502 	777 	778 	1127 	1150 	1522 	1277 
A,V15110,LKIS_MKT,MIO_EUR,EL	13062 	8423 	8833 	4917 	3396 	2545 	2952 
A,V15110,LKIS_MKT,MIO_EUR,ES	56759 	42127 	39442 	35785 	30297 	26925 	31552 
A,V15110,LKIS_MKT,MIO_EUR,EU27_2007	: 	465619 e	: 	: 	: 	: 	: 
A,V15110,LKIS_MKT,MIO_EUR,EU28	: 	: 	: 	: 	: @C	: @C	: 
A,V15110,LKIS_MKT,MIO_EUR,FI	: 	: 	: 	: @C	: 	3846 b	: 
A,V15110,LKIS_MKT,MIO_EUR,FR	: 	89280 	94838 	97830 	: @C	: @C	97227 
A,V15110,LKIS_MKT,MIO_EUR,HR	: @C	: @C	: @C	1634 	1396 	1451 	1759 
A,V15110,LKIS_MKT,MIO_EUR,HU	5965 	5285 	4645 	4227 	4065 	4612 	5997 
A,V15110,LKIS_MKT,MIO_EUR,IE	8102 	4567 	6141 	4630 	6055 	: 	: 
A,V15110,LKIS_MKT,MIO_EUR,IT	49502 	45095 	66607 	40817 	34326 	30565 	31714 
A,V15110,LKIS_MKT,MIO_EUR,LT	2706 	1149 	1115 	1556 	1812 	2125 	2084 
A,V15110,LKIS_MKT,MIO_EUR,LU	: @C	: @C	: @C	: @C	: @C	: b	: @C
A,V15110,LKIS_MKT,MIO_EUR,LV	3219 	1304 	1223 	1323 	1708 	1818 	1590 
A,V15110,LKIS_MKT,MIO_EUR,MT	: @C	: @C	: @C	: @C	270 	195 	: @C
A,V15110,LKIS_MKT,MIO_EUR,NL	: @C	21740 	19855 	25032 	25084 	23675 	22423 
A,V15110,LKIS_MKT,MIO_EUR,NO	12787 	9470 	10235 	: 	13572 	13017 	12000 
A,V15110,LKIS_MKT,MIO_EUR,PL	15163 	10780 	11289 	12711 	12380 	12000 	15069 
A,V15110,LKIS_MKT,MIO_EUR,PT	12228 	9847 	8307 	6578 	5008 	5254 b	6189 
A,V15110,LKIS_MKT,MIO_EUR,RO	13520 p	7714 p	6727 	7746 	7148 	6377 	7264 
A,V15110,LKIS_MKT,MIO_EUR,SE	21840 	17961 	20320 	21201 	22676 	24271 	23550 
A,V15110,LKIS_MKT,MIO_EUR,SI	3069 	2090 	1635 	1368 	1091 	930 	1172 
A,V15110,LKIS_MKT,MIO_EUR,SK	4473 	3360 	4042 b	3122 	3714 	6145 	3581 
A,V15110,LKIS_MKT,MIO_EUR,TR	: 	16108 	: 	: 	: 	: 	: 
A,V15110,LKIS_MKT,MIO_EUR,UK	66974 	47214 	49297 	64489 	75545 	68871 	83340 
A,V91210,C,MIO_EUR,AT	47 	47 	49 	50 	52 	54 	55 
A,V91210,C,MIO_EUR,BE	55 	54 	56 	58 	60 	62 	64 
A,V91210,C,MIO_EUR,BG	4 	4 	4 	4 	5 	5 	5 
A,V91210,C,MIO_EUR,CH	: 	: 	: b	: 	: 	: 	: 
A,V91210,C,MIO_EUR,CY	22 	22 	23 	22 	22 	20 	20 
A,V91210,C,MIO_EUR,CZ	14 p	14 	15 	16 	16 	16 	16 
A,V91210,C,MIO_EUR,DE	48 	47 	48 	49 	50 	52 	53 
A,V91210,C,MIO_EUR,DK	52 	58 	59 	48 	49 	50 	51 
A,V91210,C,MIO_EUR,EE	12 	12 	12 	13 	14 	15 	16 
A,V91210,C,MIO_EUR,EL	26 	28 	28 	28 	26 	24 	24 
A,V91210,C,MIO_EUR,ES	34 	35 	36 	37 	37 	38 	38 
A,V91210,C,MIO_EUR,EU27_2007	: @C	35 e	36 e	37 e	: 	: 	: 
A,V91210,C,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V91210,C,MIO_EUR,EU28	: 	: 	: 	37 e	38 e	38 e	: 
A,V91210,C,MIO_EUR,FI	46 	44 	46 	48 	50 	50 b	50 
A,V91210,C,MIO_EUR,FR	: 	48 	49 	50 	52 	52 	53 
A,V91210,C,MIO_EUR,HR	12 	12 	12 	12 	12 	12 	12 
A,V91210,C,MIO_EUR,HU	13 	12 	12 	13 	13 	13 	13 
A,V91210,C,MIO_EUR,IE	48 	49 	49 	49 	50 	: 	: 
A,V91210,C,MIO_EUR,IT	37 	36 	38 	40 	40 	41 	42 
A,V91210,C,MIO_EUR,LT	9 	8 	8 	8 	9 	9 	10 
A,V91210,C,MIO_EUR,LU	51 	50 	52 	54 	55 	55 	57 
A,V91210,C,MIO_EUR,LV	8 	7 	7 	8 	8 	9 	9 
A,V91210,C,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V91210,C,MIO_EUR,NL	48 	48 	50 	53 	54 	54 	57 
A,V91210,C,MIO_EUR,NO	63 	59 	66 	71 	78 	77 	74 
A,V91210,C,MIO_EUR,PL	12 	10 	11 	11 	12 	12 	13 
A,V91210,C,MIO_EUR,PT	16 	16 	17 	17 	17 	17 b	17 
A,V91210,C,MIO_EUR,RO	6 	5 p	6 	6 	6 	7 	7 
A,V91210,C,MIO_EUR,SE	53 	48 	55 	61 	64 	65 	64 
A,V91210,C,MIO_EUR,SI	20 	20 	21 	22 	22 	23 	24 
A,V91210,C,MIO_EUR,SK	12 	12 	13 b	14 	15 	15 	16 
A,V91210,C,MIO_EUR,TR	: 	9 	: 	: 	: 	: 	: 
A,V91210,C,MIO_EUR,UK	38 	34 	35 	35 	39 	38 	41 
A,V91210,C_HTC,MIO_EUR,AT	114 	117 	117 	120 	125 	130 	135 
A,V91210,C_HTC,MIO_EUR,BE	: @C	154 	: @C	: @C	161 	169 	162 
A,V91210,C_HTC,MIO_EUR,BG	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V91210,C_HTC,MIO_EUR,CH	: 	: 	: b	: 	: 	: 	: 
A,V91210,C_HTC,MIO_EUR,CY	38 	43 	: @C	: @C	: @C	: @C	: @C
A,V91210,C_HTC,MIO_EUR,CZ	33 p	33 	35 	37 	37 	36 	36 
A,V91210,C_HTC,MIO_EUR,DE	125 	120 	124 	125 	125 	128 	133 
A,V91210,C_HTC,MIO_EUR,DK	133 	152 	159 	119 	123 	125 	128 
A,V91210,C_HTC,MIO_EUR,EE	32 	34 	35 	40 	39 	42 	43 
A,V91210,C_HTC,MIO_EUR,EL	59 	56 	: @C	61 	58 	56 	57 
A,V91210,C_HTC,MIO_EUR,ES	95 	96 	100 	97 	99 	99 	97 
A,V91210,C_HTC,MIO_EUR,EU27_2007	105 	104 	105 	: @C	: 	: 	: 
A,V91210,C_HTC,MIO_EUR,EU27_2020	: 	: 	: 	: @C	: 	: 	: 
A,V91210,C_HTC,MIO_EUR,EU28	: 	: 	: 	: @C	107 	111 	: 
A,V91210,C_HTC,MIO_EUR,FI	: @C	: @C	115 	122 	129 	: b	128 
A,V91210,C_HTC,MIO_EUR,FR	: 	126 	133 	137 	137 	146 	151 
A,V91210,C_HTC,MIO_EUR,HR	: @C	: @C	: @C	42 	41 	47 	48 
A,V91210,C_HTC,MIO_EUR,HU	41 	38 	40 	42 	43 	40 	43 
A,V91210,C_HTC,MIO_EUR,IE	122 	137 	136 	132 	137 	: 	: 
A,V91210,C_HTC,MIO_EUR,IT	108 	107 	112 	117 	116 	118 	118 
A,V91210,C_HTC,MIO_EUR,LT	26 	24 	26 	34 	29 	28 	30 
A,V91210,C_HTC,MIO_EUR,LU	: @C	: @C	: @C	: 	: @C	: @C	: @C
A,V91210,C_HTC,MIO_EUR,LV	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V91210,C_HTC,MIO_EUR,MT	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,V91210,C_HTC,MIO_EUR,NL	: @C	125 	126 	126 	136 	137 	142 
A,V91210,C_HTC,MIO_EUR,NO	: @C	: @C	: @C	: @C	: @C	200 	: @C
A,V91210,C_HTC,MIO_EUR,PL	33 	28 	31 	31 	32 	32 	33 
A,V91210,C_HTC,MIO_EUR,PT	58 	56 	59 	58 	55 	55 b	56 
